
Nombre de imagen               PID Nombre de sesi�n N�m. de ses Uso de memor Estado          Nombre de usuario                                  Tiempo de CP T�tulo de ventana                                                       
========================= ======== ================ =========== ============ =============== ================================================== ============ ========================================================================
System Idle Process              0 Services                   0         8 KB Unknown         NT AUTHORITY\SYSTEM                                    90:26:04 N/D                                                                     
Code.exe                     14332 Console                    1   165.000 KB Running         PC_Ismael\Ismael NV                                     0:03:18 T2S1P009ListaProcesos.java - EJERCICIOS - Visual Studio Code            
Code.exe                     17364 Console                    1    32.076 KB Running         PC_Ismael\Ismael NV                                     0:00:00 N/D                                                                     
Code.exe                     16412 Console                    1   200.728 KB Running         PC_Ismael\Ismael NV                                     0:07:38 N/D                                                                     
Code.exe                      7600 Console                    1    50.652 KB Running         PC_Ismael\Ismael NV                                     0:00:06 OleMainThreadWndName                                                    
Code.exe                     16848 Console                    1   432.516 KB Unknown         PC_Ismael\Ismael NV                                     0:24:12 N/D                                                                     
Code.exe                      9248 Console                    1   347.084 KB Running         PC_Ismael\Ismael NV                                     0:05:40 OleMainThreadWndName                                                    
Code.exe                      3032 Console                    1   116.000 KB Running         PC_Ismael\Ismael NV                                     0:00:17 OleMainThreadWndName                                                    
Code.exe                     11760 Console                    1    96.460 KB Running         PC_Ismael\Ismael NV                                     0:00:10 OleMainThreadWndName                                                    
Code.exe                      7636 Console                    1   117.424 KB Running         PC_Ismael\Ismael NV                                     0:00:12 OleMainThreadWndName                                                    
conhost.exe                  16528 Console                    1     8.624 KB Unknown         PC_Ismael\Ismael NV                                     0:00:00 N/D                                                                     
pwsh.exe                      8828 Console                    1   125.164 KB Running         PC_Ismael\Ismael NV                                     0:00:12 N/D                                                                     
nbcode64.exe                  3004 Console                    1   582.948 KB Running         PC_Ismael\Ismael NV                                     0:36:33 theAwtToolkitWindow                                                     
cpptools.exe                  9064 Console                    1    18.656 KB Unknown         PC_Ismael\Ismael NV                                     0:00:02 N/D                                                                     
conhost.exe                   3908 Console                    1     7.016 KB Unknown         PC_Ismael\Ismael NV                                     0:00:00 N/D                                                                     
chrome.exe                   10748 Console                    1 1.589.764 KB Unknown         PC_Ismael\Ismael NV                                     0:23:19 N/D                                                                     
Code.exe                     15832 Console                    1    88.884 KB Unknown         PC_Ismael\Ismael NV                                     0:00:00 N/D                                                                     
Code.exe                      9008 Console                    1   272.340 KB Unknown         PC_Ismael\Ismael NV                                     0:02:50 N/D                                                                     
Code.exe                     16596 Console                    1    90.788 KB Unknown         PC_Ismael\Ismael NV                                     0:00:00 N/D                                                                     
java.exe                     13812 Console                    1 1.347.388 KB Unknown         PC_Ismael\Ismael NV                                     0:09:54 N/D                                                                     
vmcompute.exe                 5408 Services                   0    13.996 KB Unknown         N/D                                                     0:00:00 N/D                                                                     
vmwp.exe                      8496 Services                   0    20.552 KB Unknown         N/D                                                     0:00:08 N/D                                                                     
